hs,desc
030324,fish frozen excluding fish fillets and fish meat of heading 0304 tilapias oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodonidellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catlacatla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eels anguilla spp nile perch lates niloticus and snakeheads channa spp excluding edible fishoffal of subheadings 0303 91 to 0303 99 catfish pangasius spp silurus spp clarias spp ictalurus spp pangasius spp including basa and tra ictalurus spp
030325,fish frozen excluding fish fillets and fish meat of heading 0304 tilapias oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodonidellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catlacatla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eels anguilla spp nile perch lates niloticus and snakeheads channa spp excluding edible fishoffal of subheadings 0303 91 to 0303 99 carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp
030326,fish frozen excluding fish fillets and fish meat of heading 0304 tilapias oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodonidellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catlacatla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eels anguilla spp nile perch lates niloticus and snakeheads channa spp excluding edible fishoffal of subheadings 0303 91 to 0303 99 eels anguilla spp
030329,fish frozen excluding fish fillets and fish meat of heading 0304 tilapias oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodonidellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catlacatla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eels anguilla spp nile perch lates niloticus and snakeheads channa spp excluding edible fishoffal of subheadings 0303 91 to 0303 99 nile perch
030331,fish frozen excluding fish fillets and fish meat of heading 0304 flat fish pleuronectidae bothidae cynoglossidae soleidae scophthalmidae and citharidae excluding edible fish offal of subheadings 0303 91 to 0303 99 halibut and greenland turbot reinhardtius hippoglossoides hippoglossus hippoglossus hippoglossus stenolepis greenland turbot greenland halibut reinhardtius hippoglossoides pacific halibut hippoglossus stenolepis atlantic halibut hippoglossus hippoglossus
030332,fish frozen excluding fish fillets and fish meat of heading 0304 flat fish pleuronectidae bothidae cynoglossidae soleidae scophthalmidae and citharidae excluding edible fish offal of subheadings 0303 91 to 0303 99 plaice pleuronectes platessa greenland turbot greenland halibut reinhardtius hippoglossoides
030333,fish frozen excluding fish fillets and fish meat of heading 0304 flat fish pleuronectidae bothidae cynoglossidae soleidae scophthalmidae and citharidae excluding edible fish offal of subheadings 0303 91 to 0303 99 sole solea spp greenland turbot greenland halibut reinhardtius hippoglossoides
030334,fish frozen excluding fish fillets and fish meat of heading 0304 flat fish pleuronectidae bothidae cynoglossidae soleidae scophthalmidae and citharidae excluding edible fish offal of subheadings 0303 91 to 0303 99 turbots psetta maxima greenland turbot greenland halibut reinhardtius hippoglossoides
030339,fish frozen excluding fish fillets and fish meat of heading 0304 flat fish pleuronectidae bothidae cynoglossidae soleidae scophthalmidae and citharidae excluding edible fish offal of subheadings 0303 91 to 0303 99 flounder yellowfin sole pleuronectes asper rock sole pleuronectes bilineatus
030341,fish frozen excluding fish fillets and fish meat of heading 0304 tunas of the genus thunnus skipjack or stripe bellied bonito euthynnus katsuwonus pelamis excluding edible fish offal of subheadings 0303 91 to 0303 99 albacore or longfinned tunas thunnus alalunga
030342,fish frozen excluding fish fillets and fish meat of heading 0304 tunas of the genus thunnus skipjack or stripe bellied bonito euthynnus katsuwonus pelamis excluding edible fish offal of subheadings 0303 91 to 0303 99 yellowfin tunas thunnus albacares whole fish head on
030343,fish frozen excluding fish fillets and fish meat of heading 0304 tunas of the genus thunnus skipjack or stripe bellied bonito euthynnus katsuwonus pelamis excluding edible fish offal of subheadings 0303 91 to 0303 99 skipjack or stripe bellied bonito
030344,fish frozen excluding fish fillets and fish meat of heading 0304 tunas of the genus thunnus skipjack or stripe bellied bonito euthynnus katsuwonus pelamis excluding edible fish offal of subheadings 0303 91 to 0303 99 bigeye tunas thunnus obesus
030345,fish frozen excluding fish fillets and fish meat of heading 0304 tunas of the genus thunnus skipjack or stripe bellied bonito euthynnus katsuwonus pelamis excluding edible fish offal of subheadings 0303 91 to 0303 99 atlantic and pacific bluefin tunas thunnus thynnus thunnus orientalis thunnus thynnus thunnus orientalis
030346,fish frozen excluding fish fillets and fish meat of heading 0304 tunas of the genus thunnus skipjack or stripe bellied bonito euthynnus katsuwonus pelamis excluding edible fish offal of subheadings 0303 91 to 0303 99 southern bluefin tunas thunnus maccoyii thunnus orientalis
030349,fish frozen excluding fish fillets and fish meat of heading 0304 tunas of the genus thunnus skipjack or stripe bellied bonito euthynnus katsuwonus pelamis excluding edible fish offal of subheadings 0303 91 to 0303 99 thunnus orientalis
030351,fish frozen excluding fish fillets and fish meat of heading 0304 herrings clupea harengus clupea pallasii anchovies engraulis spp sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling or sprats sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerels rastrelliger spp seerfishes scomberomorus spp jack and horse mackerel trachurus spp jacks crevalles caranx spp cobia rachycentron canadum silver pomfrets pampus spp pacific saury cololabis saira scads decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonitos sarda spp marlins sailfishes spearfish istiophoridae excluding edible fish offal of subheadings 0303 91 to 0303 99 herrings clupea harengus clupea pallasii thunnus orientalis
030353,fish frozen excluding fish fillets and fish meat of heading 0304 herrings clupea harengus clupea pallasii anchovies engraulis spp sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling or sprats sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerels rastrelliger spp seerfishes scomberomorus spp jack and horse mackerel trachurus spp jacks crevalles caranx spp cobia rachycentron canadum silver pomfrets pampus spp pacific saury cololabis saira scads decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonitos sarda spp marlins sailfishes spearfish istiophoridae excluding edible fish offal of subheadings 0303 91 to 0303 99 sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling or sprats sprattus sprattus thunnus orientalis
030354,fish frozen excluding fish fillets and fish meat of heading 0304 herrings clupea harengus clupea pallasii anchovies engraulis spp sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling or sprats sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerels rastrelliger spp seerfishes scomberomorus spp jack and horse mackerel trachurus spp jacks crevalles caranx spp cobia rachycentron canadum silver pomfrets pampus spp pacific saury cololabis saira scads decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonitos sarda spp marlins sailfishes spearfish istiophoridae excluding edible fish offal of subheadings 0303 91 to 0303 99 mackerel scomber scombrus scomber australasicus scomber japonicus thunnus orientalis
030355,fish frozen excluding fish fillets and fish meat of heading 0304 herrings clupea harengus clupea pallasii anchovies engraulis spp sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling or sprats sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerels rastrelliger spp seerfishes scomberomorus spp jack and horse mackerel trachurus spp jacks crevalles caranx spp cobia rachycentron canadum silver pomfrets pampus spp pacific saury cololabis saira scads decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonitos sarda spp marlins sailfishes spearfish istiophoridae excluding edible fish offal of subheadings 0303 91 to 0303 99 jack and horse mackerel trachurus spp thunnus orientalis
030356,fish frozen excluding fish fillets and fish meat of heading 0304 herrings clupea harengus clupea pallasii anchovies engraulis spp sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling or sprats sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerels rastrelliger spp seerfishes scomberomorus spp jack and horse mackerel trachurus spp jacks crevalles caranx spp cobia rachycentron canadum silver pomfrets pampus spp pacific saury cololabis saira scads decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonitos sarda spp marlins sailfishes spearfish istiophoridae excluding edible fish offal of subheadings 0303 91 to 0303 99 cobia rachycentron canadum thunnus orientalis
030357,fish frozen excluding fish fillets and fish meat of heading 0304 herrings clupea harengus clupea pallasii anchovies engraulis spp sardines sardina pilchardus sardinops spp sardinella sardinella spp brisling or sprats sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerels rastrelliger spp seerfishes scomberomorus spp jack and horse mackerel trachurus spp jacks crevalles caranx spp cobia rachycentron canadum silver pomfrets pampus spp pacific saury cololabis saira scads decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonitos sarda spp marlins sailfishes spearfish istiophoridae excluding edible fish offal of subheadings 0303 91 to 0303 99 swordfish xiphias gladius steaks
