text,label,Index
aluminium endcaps plastic shaft end gear crank,871496,5240
crank crate,871496,5241
"bushing, camshaft, liner crank pin",871496,5242
"bicycle parts,hs#xxxx96bicycle parts,hs#xxxx96",871496,5243
bell crank,871496,5244
inline skates &protective gear sets po# dxxxx&dxxxx,871496,5245
"parts of structures brkt,bi,bshg,shg,hdg hs c.parts of structures brkt,bi,bshg,shg,hdg hs c.",871496,5246
bicycles parts hs xxxx96,871496,5247
sport equipment ringht crank arm assy assy right crank toothx sprocket left crank arm,871496,5248
crank shafts,871496,5249
bicycle pedals (hs codexxxx),871496,5250
gear left shaft crank block,871496,5251
"1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr07-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr07-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr07-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5252
"new auto parts - valve, pin,crank shaft 31 c new auto parts - valve, pin,crank shaft 31 c & below",871496,5253
exercise bike parts hs#xxxx96 . . . . . . . . . . . . . . . . . . . .,871496,5254
"bicycle parts - xxxx pkgs (total one tho us and four hundred seventy nine packages only )bran d eastman bicycle parts a s proforma i nvoice number eic:xxxx dt 18.05.19 inv. no: expinxxxx65/xxxx dt 0 2.09.19 s.b number 666 xxxx dt 02.09.19 hs code: 871 xxxx0,xxxxxxxx,xxxxxxxx,87 xxxx20, xxxxxxxx,xxxxxxxx, xxxx95 10 i.e. code no. 039 xxxx245 net w.t.:2xxxx0 kgs s/c :qxxxxxxxxxxxx72",871496,5255
btrypt trk rib batt cvr bk bk domane + f s 54 bk-rd domane + f s 56 bk-rd domane + f s 60 bk-rd hngr trk fd brazeon crb wshr fkrg trk emda slr8 47-54 bk gy fkrg trk dom sl5d wm 44-54 bl frmpt trk dom iso cvr dbk rr frmpt trk dom iso cvr wt rr . hs code: xxxx,871496,5256
"motorcycle parts (crank shaft, split rod)",871496,5257
"gw 40v 24 hdg trim po no:xxxxxxxx57,",871496,5258
transmission shafts (including cam-&crank-sh ft) & crank,871496,5259
bicycle parts & accessorieshs code:xxxxams# mfgt,871496,5260
pedals and crank-gear parts nesoi of xxxx bicycle pedal s c no xxxx18 n a a fax xxxx-576-xxxxxxxx,871496,5261
"1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts crank shaft xxxxxxxxaa 2.4l crank shaft cr04-xxxx-w01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts crank shaft xxxxxxxxaa 2.4l crank shaft cr04-xxxx-w01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts crank shaft xxxxxxxxaa 2.4l crank shaft cr04-xxxx-w01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts crank shaft xxxxxxxxaa 2.4l crank shaft cr04-xxxx-w01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts crank shaft xxxxxxxxaa 2.4l crank shaft cr04-xxxx-w01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts crank shaft xxxxxxxxaa 2.4l crank shaft cr04-xxxx-w01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5262
"1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr05-xxxx-wt3 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr05-xxxx-wt3 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr05-xxxx-wt3 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5263
"1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-t01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-t01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-t01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-t01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-t01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (60 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-t01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5264
amada single crank press,871496,5265
spare parts for construction equipments crank case assy,871496,5266
"crank rod , crank eccentric",871496,5267
awning crank,871496,5268
bicycle parts h.s. code: xxxx scac code:p sla ams#pslalxxxxxxxxmia,871496,5269
parts of the items under hdg xxxx . . . . .,871496,5270
crank box assemblyhousing bearingswitch,871496,5271
bicycle parts(cotterless cranks and parts),871496,5272
sp bnt xxx 0 27.2 400 crb sp bnt xxx 0 31.6 330 crb sp bnt xxx 0 31.6 400 crb sp bnt xxx 20 31.6 400 crb hs code: xxxx,871496,5273
machinery part handle bottom cap crank,871496,5274
"crank sprocket,sprocket crankshaft",871496,5275
"metal parts relay assembly item, crank/plunge.",871496,5276
inline skates & protective gear setsinline skates & protective gear sets,871496,5277
crank shaftxxxx 10 xxxx,871496,5278
"1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr05-xxxx-t05 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr05-xxxx-t05 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr05-xxxx-t05 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr05-xxxx-t05 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5279
hdg deer gateshdg tube gates hdg wire gate shdg deergates hdg tube gates hdg wire gate s,871496,5280
crank-180 sw narrow clevis,871496,5281
pedals,871496,5282
crank shaaft,871496,5283
"1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr14-xxxx-t11 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr14-xxxx-t11 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (30 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr14-xxxx-t11 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5284
gear crank,871496,5285
"1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxaa 2.4l crank shaft cr10-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxaa 2.4l crank shaft cr10-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxaa 2.4l crank shaft cr10-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxaa 2.4l crank shaft cr10-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5286
crank body impeller,871496,5287
inline skates & protective gear sets,871496,5288
chain wheel and crank,871496,5289
"bicycle parts, hs#xxxx96",871496,5290
hbpt trk tt mono ergo shrt bk hs code: xxxx,871496,5291
sport right crank arm assy assy right crank toothx sprocket left crank arm isis,871496,5292
inline skates & protective gear sets po# dxxxx,871496,5293
machined bell crank,871496,5294
bicycle head set parts hs code:xxxx,871496,5295
amada crank press model tp amada crank press model tp,871496,5296
gdxxxxxxxxxxxx007/eng2 crank line gantry approved vendor : eng2 crank line gantrygdxxxxxxxxxxxx007/eng2 crank line gantry approved vendor : eng2 crank line gantrygdxxxxxxxxxxxx007/eng2 crank line gantry approved vendor : eng2 crank line gantrygdxxxxxxxxxxxx007/eng2 crank line gantry approved vendor : eng2 crank line gantrygdxxxxxxxxxxxx007/eng2 crank line gantry approved vendor : eng2 crank line gantry,871496,5297
"crank sprocket, sprocket crankshaft",871496,5298
gw 40v 24 hdg trim,871496,5299
motorcycle parts (crank shaft split rod),871496,5300
"1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr09-xxxx-t09 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr09-xxxx-t09 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr09-xxxx-t09 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr09-xxxx-t09 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr09-xxxx-t09 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5301
bicycle parts (bearing;basket;bell;crank),871496,5302
crank stand,871496,5303
"bicycle parts,assembly & spare parts for bicycle, hs#xxxx96/xxxx99/xxxx20bicycle parts,assembly & spare parts for bicycle, hs#xxxx96/xxxx99/xxxx20",871496,5304
9 ft. crank tilt red/9 ft. crank tilt teal/9 9 ft. crank tilt tan/9ft.crank tilt charcoal/9ft.crank tilt black,871496,5305
refractory material smal h crank large h crank large u crank h-cranck with 4 legs,871496,5306
pedals and crank-gear parts nesoi of xxxx bicycle pedal fax xxxx-576-xxxxxxxx,871496,5307
refractory material large u crank large h crank,871496,5308
"bicycle parts hs code: xxxxxxxx , xxxxxxxx , xxxxxxxx , xxxxxxxx, xxxxxxxx",871496,5309
crank shaftscrank shaftscrank shaftscrank shaftscrank shafts,871496,5310
"1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxaa 2.4l crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-wt1 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5311
motor chainwheel crank cable throttle r core beraing controller gear gasket clutch,871496,5312
standard 60ton mechanical c frame single crank prestandard 160ton mechanical cframe single crank prestandard 160ton mechanical cframe single crank pre,871496,5313
"1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr04-xxxx-t04 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr04-xxxx-t04 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr04-xxxx-t04 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr04-xxxx-t04 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr04-xxxx-t04 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5314
"parts of structuresbrkt,mtg,ctr,0.375,w6x8.5,151mm,hdg/wldmnt, grk, cplr,121.5mm, oct brkt,ib,bshg,shg,hdg,8mm,w6x9/152mm/brkt,ib,bshg,shg,hdg,8mm,w6x12/156mmparts of structuresbrkt,mtg,ctr,0.375,w6x8.5,151mm,hdg/wldmnt, grk, cplr,121.5mm, oct brkt,ib,bshg,shg,hdg,8mm,w6x9/152mm/brkt,ib,bshg,shg,hdg,8mm,w6x12/156mmparts of structuresbrkt,mtg,ctr,0.375,w6x8.5,151mm,hdg/wldmnt, grk, cplr,121.5mm, oct brkt,ib,bshg,shg,hdg,8mm,w6x9/152mm/brkt,ib,bshg,shg,hdg,8mm,w6x12/156mmparts of structuresbrkt,mtg,ctr,0.375,w6x8.5,151mm,hdg/wldmnt, grk, cplr,121.5mm, oct brkt,ib,bshg,shg,hdg,8mm,w6x9/152mm/brkt,ib,bshg,shg,hdg,8mm,w6x12/156mm",871496,5315
"gear crank shaftgear sungear as idlercrankshaft gear crankshaftgear asgear sun gear as cluster idlergeargear as pump drivegear as camshaftgear-cam shaft idlergear-oil pump drivegear as camshaft idlergear auxiliary drive gear acc drishaft-oil-pumpgear-pump driveadaptorsnowplow ringflex plateshaftpivot shaft1-1 /2 offset,1-1/2 femalesecondary basecast iro n basestub shaftspacerheadend plugtrunnionbosstrunionringcover-end-mod 50>y splittergear crank shaftgear sungear as idlercrankshaft gear crankshaftgear asgear sun gear as cluster idlergeargear as pump drivegear as camshaftgear-cam shaft idlergear-oil pump drivegear as camshaft idlergear auxiliary drive gear acc drishaft-oil-pumpgear-pump driveadaptorsnowplow ringflex plateshaftpivot shaft1-1 /2 offset,1-1/2 femalesecondary basecast iro n basestub shaftspacerheadend plugtrunnionbosstrunionringcover-end-mod 50>y splittergear crank shaftgear sungear as idlercrankshaft gear crankshaftgear asgear sun gear as cluster idlergeargear as pump drivegear as camshaftgear-cam shaft idlergear-oil pump drivegear as camshaft idlergear auxiliary drivegear crank shaftgear sungear as idlercrankshaft gear crankshaftgear asgear sun gear as cluster idlergeargear as pump drivegear as camshaftgear-cam shaft idlergear-oil pump drivegear as camshaft idlergear auxiliary drive gear acc drishaft-oil-pumpgear-pump driveadaptorsnowplow ringflex plateshaftpivot shaft1-1 /2 offset,1-1/2 femalesecondary basecast iro n basestub shaftspacerheadend plugtrunnionbosstrunionringcover-end-mod 50>y splitter",871496,5316
"bicycle parts & accessorieshs code:xxxx96,87 xxxx",871496,5317
automotive parts sensor assy crank,871496,5318
said to contain metal parts rear cap plug 835stacker crank .,871496,5319
bikes parts crank arm crank bolt,871496,5320
bicycle parts hs code xxxxxxxx,871496,5321
sensor assy crank,871496,5322
"magnet,bracket,kit,crank,sprocket and hub hs 090",871496,5323
a crank-180 sw narrow,871496,5324
clevis hanger eg / hdg/ plain and u-bolt eg / hdg,871496,5325
gear-gc crank slide out,871496,5326
"bolt, crg, gr 2, hdg.375-16x17 ext neckwasher,flat uss,hdg.375washer, flat, type b, narrow,sst,.500nut, hex, a563, gr a,hdg,.375-16,lubgnd strip,oct,clamp,sst,thin",871496,5327
plastic parts crank moulded,871496,5328
refractory material order no xxxx53h-crank with 4 legs order no xxxx11large h crank fre ight prepaidthd collect,871496,5329
prime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coilsprime galvanised steel (hdg) coils,871496,5330
"crank,governor assy po no.:xxxxxxxx05",871496,5331
crank-pin bearing shells,871496,5332
bell crank lever assy,871496,5333
"1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5334
"automotive parts (bead lock, front crank oil seal)",871496,5335
"new auto parts - hex rod steel 143mm, crank new auto parts - hex rod steel 143mm, crank (part of switchgear),seismic bracket",871496,5336
bicycle parts hs code xxxx / xxxx peda .,871496,5337
"bicycle parts, hs#xxxx96bicycle parts, hs#xxxx96",871496,5338
frm qct 18emd dsc slr 54 h1 hs code:xxxx chsty qct my20 rail primed hs code:xxxx prfrm qct carbon rail my20 s hs code:xxxx prfrm qct carbon rail my20 m hs code:xxxx prfrm qct carbon rail my20 l hs code:xxxx prfrm qct carbon rail my20 xl hs code:xxxx ststy qct my20 rail primed hs code:xxxx fkrg qct emd slr dsc 28c 45r hs code:xxxx fkrg qct my20 dom+lt 48r prm hs code:xxxx fkrg qct my20 dom+lt 53r prm hs code:xxxx btrypa my20 600w batt cvr prm hs code:xxxx,871496,5339
"governor crank assmebly, push rod, valve,chec",871496,5340
"1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr10-xxxx-t10 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr10-xxxx-t10 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr10-xxxx-t10 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (40 package) cy / dr new auto parts xxxxxxxxab 2.0l crank shaft xxxxxxxxab 2.4l crank shaft cr10-xxxx-t10 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5341
crank sprocket 54t,871496,5342
pawl crank body,871496,5343
crank case crank case crank case,871496,5344
"1cntr shipper s load,count & weight: (10 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr01-xxxx-t01 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5345
bicycle parts h.s. code xxxx,871496,5346
bell crank assy,871496,5347
"jack parts,crank assembly,plunger pin",871496,5348
pedals and crank-gear hs code xxxx96,871496,5349
12 plts 78 ctn 47 ctn bicycle partshs code xxxxxxxx xxxxxxxx . .,871496,5350
"1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures1cntr shipper s load,count & weight: (50 package) cy / dr new auto parts crank shaft xxxxxxxxab 2.4l crank shaft cr03-xxxx-t03 final destination hyundai glovis michigan llc. xxxx3 ecorse road, suite 250 belleville, michigan xxxx1 freight prepaid copy non-negotiable b/l release procedures",871496,5351
motorcycle parts (crank shaft and box),871496,5352
pedals and parts thereof,871496,5353
hb bnt kov xxx 35 720x0mm ud hb bnt linepro 35 750x27mm crb hb bnt linepro 35 820x15mm crb hb bnt linepro 35 820x27mm crb hb bnt pro isocore vr-sf 38 bk hb bnt pro isocore vr-sf 44 bk hb bnt xxx vrcf a31.8 38cm crb hb bnt xxx vrcf a31.8 40cm crb hb bnt xxx vrcf a31.8 44cm crb . hs code: xxxx,871496,5354
crank arm component gear part,871496,5355
crank case this shipment contains no solid wooden packing materials.,871496,5356
