hts,short_desc,long_desc,naics
8418100010,"REF-FREEZ COMB,SEP EXT DORS,COMP TYP,VOL LT 184L","REFRIGERATOR-FREEZERS COMBINED, FITTED WITH SEPARATE EXTERNAL DOORS, COMPRESSION TYPE, VOLUME UNDER 184 LIT",335220
8418100020,"REFRIG-FREEZ COMB,SEP EXT DRS,COMP,VOL184-269LITER","REFRIGERATOR-FREEZERS COMBINED, FITTED WITH SEPARATE EXTERNAL DOORS, COMPRESSION TYPE, VOLUME OF 184 LITERS",335220
8418100030,"REFRIG-FREEZ COMB,SEP EXT DRS,COMP,VOL269-382LITER","REFRIGERATOR-FREEZERS COMBINED, FITTED WITH SEPARATE EXTERNAL DOORS, COMPRESSION TYPE, VOLUME OF 269 LITERS",335220
8418100045,"FR DR REFR-FREZ LT 73 CM DP GT87 LT95, VL GT 382 L","FRENCH DOOR REFRIG-FREEZR COMBO W/ BOTTOM FREEZR COMPARTMT, WIDTH EXC 87 CM BUT NT EXC 95, EXTER DEP NT EXC",335220
8418100055,"FRCH DR REF-FRZ GT87 LT95 COMP, VL GT 382 L, NESOI","FRENCH DOORS REFRIG-FREEZR COMBO, W/ BOTTM FREEZR COMPARTMT, FIT W/ SEPERATE EXTERNL DOOR, EXC 87CM, NT EXC",335220
8418100065,"FRENCH DR REFG-FRZ COMB, COMP, VL GT 382 L, NESOI","FRENCH DOOR REFRIGERATOR-FREEZERS COMBO, FITTED WITH SEPARATE EXTERNAL DOORS, COMPRESSN TYPE, VOLUME OF 382",335220
8418100075,"REFRIG-FREEZ COMB,SEP EXT DOOR, COMPRESS TYPE NESO","REFRIGERATOR-FREEZERS COMBINED, FITTED WITH SEPERATE EXTERNAL DOORS, COMPRESSION TYPE, NESOI",335220
8418100090,"REFRIG-FREEZ COMB, SEP EXT DOORS, EXC COMPRESS TYP","REFRIGERATOR-FREEZERS COMBINED, FITTED WITH SEPERATE EXTERNAL DOORS, EXCEPT COMPRESSION TYPE",335220
8418210010,"REFRIGERATORS, HOUSEHOLD,COMP TYP,VOL LT 184 LITER","REFRIGERATORS, HOUSEHOLD, COMPRESSION TYPE, VOLUME UNDER 184 LITERS",335220
8418210020,"REFRIG,HOUSEHOLD,COMP TYP,VOL (184-269 LITERS)","REFRIGERATORS, HOUSEHOLD, COMPRESSION TYPE, VOLUME OF 184 LITERS AND OVER BUT UNDER 269 LITERS",335220
8418210030,"REFRIG,HOUSEHOLD,COMP TYP,VOL (269-382 LITERS)","REFRIGERATORS, HOUSEHOLD, COMPRESSION TYPE, VOLUME OF 269 LITERS AND OVER BUT UNDER 382 LITERS",335220
8418210090,"REFRIG,HOUSEHOLD, COMP TYP, VOL 382 LITERS & OVER","REFRIGERATORS, HOUSEHOLD, COMPRESSION TYPE, VOLUME OF 382 LITERS AND OVER",335220
8418291000,"REFRIGERATORS, HOUSEHOLD, ABSORPTION, ELECTRICAL","REFRIGERATORS, HOUSEHOLD, ABSORPTION TYPE, ELECTRICAL",335220
8418292000,"REFRIGERATORS, HOUSEHOLD TYPE, NESOI","REFRIGERATORS, HOUSEHOLD TYPE, NESOI",335220
8418300000,"FREEZERS, CHEST TYPE, CAPACITY NOT EXC 800 LITERS","FREEZERS, CHEST TYPE, CAPACITY NOT EXCEEDING 800 LITERS",335220
8418400000,"FREEZERS,UPRIGHT,CAPACITY NOT EXCEED 900 LITERS","FREEZERS, UPRIGHT TYPE, CAPACITY NOT EXCEEDING 900 LITERS",335220
8418500040,"FREEZING DISPLAY COUNTERS, CABINETS, SHOWCASES","FREEZING DISPLAY COUNTERS, CABINETS, SHOWCASES AND THE LIKE",333415
8418500080,"REFRIGERATING DISPLAY COUNTERS, CABINETS,SHOWCASES","REFRIGERATING DISPLAY COUNTERS, CABINETS, SHOWCASES AND THE LIKE",333415
8418610100,HEAT PUMPS OTHER THAN HEADING 8415,HEAT PUMPS OTHER THAN AIR CONDITIONING MACHINES OF HEADING 8415,333415
8418690110,ICEMAKING MACHINES,ICEMAKING MACHINES,333415
8418690120,"DRINKING WATER COOLERS, REFRIGERATED, SELF-CONTAIN","DRINKING WATER COOLERS, REFRIGERATED, SELF-CONTAINED",333415
8418690130,"SODA FOUNTAIN,BEER DISPENSING EQUIP, REFRIGERATED","SODA FOUNTAIN AND BEER DISPENSING EQUIPMENT, REFRIGERATED",333415
8418690140,CENTRIFUGAL LIQUID CHILLING REFRIG UNITS,CENTRIFUGAL LIQUID CHILLING REFRIGERATING UNITS,333415
8418690150,RECIPROCATING LIQUID CHILLING REFRIGERATING UNITS,RECIPROCATING LIQUID CHILLING REFRIGERATING UNITS,333415
8418690160,ABSORPTION LIQUID CHILLING UNITS,ABSORPTION LIQUID CHILLING UNITS,333415
8418690180,"REFRIG/FREEZING EQUIP, NESOI","REFRIGERATING OR FREEZING EQUIPMENT, NESOI",333415
8418910000,FURNITURE DESIGNED TO RECREFRIG OR FREEZING EQUIP,FRUNITURE DESIGNED TO RECEIVE REFRIGERATING OR FREEZING EQUIPMENT,337127
8418994000,"PARTS OF REFRIG,FREEZERS,& OTHER REF,DOOR ASSEMBLI","PARTS OF REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT, DOOR ASSEMBLIES INC MORE TH",335220
8418998005,"REFRIGERATION CONDENSING UNITS, NOT EXCEEDING 746W","REFRIGERATION CONDENSING UNITS, NOT EXCEEDING 746 W",333415
8418998010,"REFRIG CONDENSING UNITS, EXC 746 W NOT EXC 2.2 KW","REFRIGERATION CONDENSING UNITS, EXCEEDING 746 W BUT NOT EXCEEDING 2.2 KW",333415
8418998015,"REFRIG CONDENSING UNITS, EXC 2.2 KW NOT EXC 7.5 KW","REFRIGERATION CONDENSING UNITS, EXCEEDING 2.2 KW BUT NOT EXCEEDING 7.5 KW",333415
8418998020,"REFRIG CONDENSING UNITS, EXC 7.5 KW NOT EXC 22.3KW","REFRIGERATION CONDENSING UNITS, EXCEEDING 7.5 KW BUT NOT EXCEEDING 22.3 KW",333415
8418998025,"REFRIGERATION CONDENSING UNITS, EXCEEDING 22.3 KW","REFRIGERATION CONDENSING UNITS, EXCEEDING 22.3 KW",333415
8418998050,"PARTS OF REFRIG-FREEZ,SEP EXT DOOR & HOUSE REFRIG",PARTS OF COMBINED REFRIGERATOR-FREEZERS FITTED WITH SEPARATE EXTERNAL DOORS AND PARTS OF HOUSEHOLD TYPE REF,335220
8418998060,"PARTS,REFRIG,FREEZERS & OTHER REFRIG ORFREEZ EQUIP","PARTS OF REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT, NESOI",335220
8419110000,INSTANTANEOUS GAS WATER HEATERS,INSTANTANEOUS GAS WATER HEATERS,335220
8419190020,"INSTANTANEOUS WATER HEATERS, NONELECTRIC","INSTANTANEOUS WATER HEATERS, NONELECTRIC",335220
8419190040,SOLAR WATER HEATERS,SOLAR WATER HEATERS,335220
8419190060,"NONELECTRIC INSTANTANE OR STOR WATER HEATERS,NESOI","NONELECTRIC INSTANTANEOUS OR STORAGE WATER HEATERS, NESOI",335220
8419200010,MEDICAL OR SURGICAL STERILIZERS,MEDICAL OR SURGICAL STERILIZERS,339113
8419200020,LABORATORY STERILIZERS,LABORATORY STERILIZERS,339113
8419310000,DRYERS FOR AGRICULTURAL PRODUCTS,DRYERS FOR AGRICULTURAL PRODUCTS,333111
8419321000,DRYERS FOR WOOD,DRYERS FOR WOOD,333999
8419325000,"DRYERS FOR PAPER PULP, PAPER OR PAPERBOARD","DRYERS FOR PAPER PULP, PAPER OR PAPERBOARD",333243
8419390140,DRYERS FOR FOOD AND BEVERAGES,DRYERS FOR FOOD AND BEVERAGES,333241
8419390180,"DRYERS, TREATMENT OF MATERIALS, TEMP CHANGE, NESOI","DRYERS FOR THE TREATMENT OF MATERIALS BY A PROCESS INVOLVING A CHANGE IN TEMPERATURE, NESOI",333999
8419400040,DISTILLING OR RECTIFYING PLANT FOR FOOD & BEVERAGE,DISTILLING OR RECTIFYING PLANT FOR FOOD AND BEVERAGES,333241
8419400080,"DIST OR RECTIF PLANT,TREAT MAT, TEMP CHANGE, NESOI","DISTILLING OR RECTIFYING PLANT, FOR THE TREATMENT OF MATERIALS BY A PROCESS INVOLVING A CHANGE IN TEMPERATU",333249
8419501000,BRAZED ALUMINUM PLATE-FIN HEAT EXCHANGERS,BRAZED ALUMINUM PLATE-FIN HEAT EXCHANGERS,332410
8419505000,"HEAT EXCHANGE UNITS, NESOI","HEAT EXCHANGE UNITS, NESOI",332410
8419601000,"MACHINERY FOR LIQUEFYING AIR OR GAS, INCL BZ AL EX",MACHINERY FOR LIQUEFYING AIR OR GAS CONTAINING BRAZED ALUMINUM PLATE-FIN HEAT EXCHANGERS,333999
8419605000,"MACHINERY FOR LIQUEFYING AIR OR GAS, NESOI","MACHINERY FOR LIQUEFYING AIR OR GAS, NESOI",333999
8419815040,"COOK STOVE, RANGE,OVENS,COOK,HEAT FOOD,CIVIL A/C","COOKING STOVES, RANGES AND OVENS FOR COOKING OR HEATING FOOD FOR, USE IN CIVIL AIRCRAFT",333414
8419815080,"IND COOK STOVE,RANGE,OVENS FOR COOK OR HEAT, NESOI","INDUSTRIAL COOKING STOVES, RANGES AND OVENS FOR COOKING OR HEATING FOOD, NESOI",333414
8419819040,"IND MAC,EQUI,REST OR HOTEL USE,FOR HOT DRINK, FOOD","INDUSTRIAL MACHINERY OR EQUIPMENT OF A TYPE USED IN RESTAURANTS, HOTELS OR SIMILAR LOCATIONS FOR MAKING HOT",333318
8419819080,"IND MAC OR EQUIP FOR MAKE HOT DRINK,COOK,HEAT FOOD","INDUSTRIAL MACHINERY OR EQUIPMENT FOR MAKING HOT DRINKS OR FOR COOKING OR HEATING FOOD, NESOI",333318
8419891000,"IND MAC PLT,EQUIP,MAKE PULP,PAPER,PAPERBOARD,NESOI","INDUSTRIAL MACHINERY, PLANT OR EQUIPMENT FOR MAKING PAPER PULP, PAPER OR PAPERBOARD, NESOI, INVOLVING A CHA",333243
8419896000,"IND MAC,PLANT,EQUIP,TREAT OF MATERL,TEMP CHG,OTHER","INDUSTRIAL MACHINERY, PLANT OR EQUIPMENT FOR THE TREATMENT OF MATERIALS,INVOLVING A CHANGE IN TEMPERATURE,F",333999
8419899520,"IND MACH, PLANT OR EQUIP DES FOR COOL FOOD,BEVERAG","INDUSTRIAL MACHINERY, PLANT OR EQUIPMENT DESIGNED FOR COOLING FOOD AND BEVERAGES",333241
8419899540,"IND MACH, PLANT EQUIP DESIGN FOR COOLING, NESOI","INDUSTRIAL MACHINERY, PLANT OR EQUIPMENT DESIGNED FOR COOLING, NESOI",333999
8419899560,"IND MAC,PLANT,EQUIP,TREAT FOOD,BEV,TEMP CHG,NESOI","INDUSTRIAL MACHINERY, PLANT OR EQUIPMENT FOR THE TREATMENT OF FOOD AND BEVERAGES, INVOLVING A CHANGE IN TEM",333318
8419899580,"IND MAC,PLANT, EQUIP,TREAT RUB, PLAST,TEMP CHG,NES","MACHINERY, PLANT OR LABORATORY EQUIPMENT FOR THE TREATMENT OF MATERIALS BY A PROCESS INVOLVING A CHANGE OF",333999
8419899585,"IND MAC,PLANT,EQUIP,TREAT OF MATERL,TEMP CHG,NESOI","INDUSTRIAL MACHINERY, PLANT OR EQUIPMENT FOR THE TREATMENT OF MATERIALS, INVOLVING A CHANGE IN TEMPERATURE,",333999
8419901000,PARTS OF INSTANTANEOUS OR STORAGE WATER HEATERS,PARTS OF INSTANTANEOUS OR STORAGE WATER HEATERS,335220
8419902000,"PARTS OF MACH & PLANT FOR MAKING PULP,PAPER,PAPBRD","PARTS OF MACHINERY AND PLANT FOR MAKING PAPER PULP, PAPER OR PAPERBOARD, INVOLVING A CHANGE IN TEMPERATURE",333243
8419903000,"PARTS OF HEAT EXCHANGE UNITS, INDUSTRIAL","PARTS OF HEAT EXCHANGE UNITS, INDUSTRIAL",332410
8419905040,"PARTS OF MEDICAL, SURGICAL OR LABORATORY STERILIZE","PARTS OF MEDICAL, SURGICAL OR LABORATORY STERILIZERS",339113
8419905080,"PRTS,MACH,TREAT MATERL,TEMP CHG,OF ACRYL ACD REACT","PARTS OF MACHINERY, PLANT OR LAB EQUIP FOR TREATMENT OF MATERIALS BY A PROCESS INVOLVING A CHANGE OF TEMP,",333999
8419908500,"ELECTROMECHANICAL HAND TOOL PARTS, NESOI","ELECTROMECHANICAL TOOL PARTS FOR WORKING IN THE HAND WITH SELF-CONTAINED ELECTRIC MOTOR, NESOI",333991
8419909520,"PARTS OF EQUIP FOR RESTAURANTS,ETC, TEMP CHANGE","APPARATUS PARTS, OF A TYPE USED IN RESTAURANTS, HOTELS OR SIMILAR LOCATIONS INVOLVING A CHANGE OF TEMPERATU",333318
8419909580,"PARTS,MACH,PLANT EQUIP,TREAT MATERL,TEMP CHG,NESOI","PARTS OF INDUSTRIAL MACHINERY, PLANT OR LABORATORY EQUIPMENT FOR THE TREATMENT OF MATERIALS BY A PROCESS  I",333249
8420101000,TEXTILE CALENDERING OR ROLLING MACHINES,TEXTILE CALENDERING OR ROLLING MACHINES,333249
8420102000,"CALENDER OR SIM ROLLING MACH,PULP,PAPER,PAPERBOARD","CALENDERING OR SIMILAR ROLLING MACHINES FOR MAKING PAPER PULP, PAPER OR PAPERBOARD",333243
8420109040,"CALENDER OR OTHER ROLLING MACH FOR RUBBER,PLASTICS",CALENDERING OR OTHER ROLLING MACHINES FOR RUBBER AND PLASTICS,333249
8420109080,"CALENDERING OR OTHER ROLLING MACHINES,EXC MTLS,GLS","CALENDERING OR OTHER ROLLING MACHINES, OTHER THAN FOR METALS OR GLASS, NESOI",333999
8420911000,CYLINDERS FOR TEXTILE CALENDERING OR ROLLING MACH,CYLINDERS FOR TEXTILE CALENDERING OR ROLLING MACHINES,333249
8420912000,"CYLINDERS FOR PULP,PAPER,PAPERBOARD CAL OR ROL MAC","CYLINDERS FOR PAPER PULP, PAPER OR PAPERBOARD CALENDERING OR ROLLING MACHINES",333243
8420919000,"CYLINDERS, NESOI, FOR ROLLING MACHINES,EXC MTLS,GL","CYLINDERS, NESOI, FOR ROLLING MACHINES, OTHER THAN FOR METALS OR GLASS",333249
8420991000,"PARTS OF CALENDER OR OTHER ROLL MACH, PROCESS TEXT",PARTS OF CALENDERING OR OTHER ROLLING MACHINES FOR PROCESSING TEXTILES,333249
8420992000,"PARTS OF CALEND,ROLL MAC FR PULP,PAPER,PAPERBOARD","PARTS OF CALENDERING OR OTHER ROLLING MACHINES FOR PROCESSING PAPER PULP, PAPER OR PAPERBOARD",333243
8420999000,"PARTS OF CALEND, ROLL MACH, EXC METAL OR GLAS,NESO","PARTS OF CALENDERING OR OTHER ROLLING MACHINES, OTHER THAN FOR METALS OR GLASS, NESOI",333249
8421110000,CREAM SEPARATORS,CREAM SEPARATORS,333111
8421120000,"CLOTHES-DRYERS, CENTRIFUGAL","CLOTHES-DRYERS, CENTRIFUGAL",335220
8421190000,"CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS, NESOI","CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS, NESOI",333999
8421210000,WATER FILTERING OR PURIFYING MACHINERY & APPARATUS,WATER FILTERING OR PURIFYING MACHINERY AND APPARATUS,333999
8421220000,BEVERAGE FILTERING OR PURIFYING MACH & APPARATUS,BEVERAGE FILTERING OR PURIFYING MACHINERY AND APPARATUS,333999
8421230000,OIL OR FUEL FILTERS FOR INTERNAL COMBUSTION ENGINE,OIL OR FUEL FILTERS FOR INTERNAL COMBUSTION ENGINES,336390
8421290005,REFRIGERANT RECOVRY/RECYCL FR FILTER/PURIFY LIQUID,REFRIGERANT RECOVERY AND RECYCLING UNITS FOR FILTERING OR PURIFYING LIQUIDS,333415
8421290015,OIL-SEPARATION EQUIP FR FILTERING/PURIFYING LIQUID,OIL-SEPARATION EQUIPMENT FOR FILTERING OR PURIFYING LIQUID,333999
8421290040,"HYDRAULIC FLUID POWER FILTERS,RATED GT/= 1000 KPA","HYDRAULIC FLUID POWER FILTERS, RATED AT 1000 KPA OR GREATER",333999
8421290065,"FILTER OR PURIFY MACH & APPARATUS FOR LIQUID,NESOI","FILTERING OR PURIFYING MACHINERY AND APPARATUS FOR LIQUIDS,  NESOI",333999
8421310000,INTAKE AIR FILTERS FOR INTERNAL COMBUSTION ENGINES,INTAKE AIR FILTERS FOR INTERNAL COMBUSTION ENGINES,336390
8421394000,CATALYTIC CONVERTERS,CATALYTIC CONVERTERS,336390
8421398005,DUST COLLECT AND AIR PURIFI EQUIP FOR MACH TOOLS,"DUST COLLECTION AND AIR PURIFICATION EQUIPMENT FOR MACHINE TOOLS OF HEADINGS 8456 THROUGH  8465, INCLUSIVE",333413
8421398015,"DUST COLLECTION AND AIR PURIFICATION EQUIP, NESOI","DUST COLLECTION AND AIR PURIFICATION EQUIPMENT, NESOI",333413
8421398020,"ELECTROSTATIC PRECIPITATORS, IND GAS CLEAN EQUIP","ELECTROSTATIC PRECIPITATORS, INDUSTRIAL GAS CLEANING EQUIPMENT",333413
8421398030,"INDUSTRIAL GAS CLEANING EQUIPMENT, NESOI","INDUSTRIAL GAS CLEANING EQUIPMENT, NESOI",333413
8421398040,GAS SEPARATION EQUIPMENT,GAS SEPARATION EQUIPMENT,333999
8421398060,PNEUMATIC FLUID POWER FILTERS RATED GT/= 550 KPA,"PNEUMATIC FLUID POWER FILTERS, RATED AT 550 KPA OR GREATER",333999
8421398090,"FILTERING OR PURIFYING MACH & APPARATUS,GAS, NESOI","FILTERING OR PURIFYING MACHINERY AND APPARATUS FOR GASES, NESOI",333999
8421912000,"PTS,DRYING CHAMBERS,FOR CENTRIFUGAL CLOTHES-DRYERS","PARTS OF CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS, DRYING CHAMBERS FOR THE CLOTHES-DRYERS OF HEAD 8421.12",335220
8421914000,"PTS, FURNITURE DESIGNED TO RECEIVE CLOTHES-DRYERS","PARTS OF CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS,FURNITURE DESIGNED TO RECEIVE THE CLOTHES-DRYERS OF HEAD",335220
8421916000,"PARTS OF CENTRIFUGES,INCL CENTRIFGAL DRYERS, NESOI","PARTS OF CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS, NESOI",333999
8421990040,PARTS OF FILTERING OR PURIFYING APPARATUS,PARTS OF MACHINERY AND APPARATUS FOR FILTERING OR PURIFYING WATER,333999
8421990080,"PARTS OF MACH & APPARAT,FILT,PURIFY,LIQ,GAS,NESOI","PARTS OF MACHINERY AND APPARATUS FOR FILTERING OR PURIFYING LIQUIDS AND GASES, NESOI",333999
8422110000,"DISHWASHING MACHINES, HOUSEHOLD TYPE","DISHWASHING MACHINES, HOUSEHOLD TYPE",335220
8422190000,"DISHWASHING MACHINES, EXCEPT HOUSEHOLD TYPE","DISHWASHING MACHINES, EXCEPT HOUSEHOLD TYPE",333318
8422200000,MACH FOR CLEAN OR DRY BOTTLES OR OTHER CONTAINERS,MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS,333993
8422301100,CAN-SEALING MACHINES,CAN-SEALING MACHINES,333993
8422309110,MACHINES FOR AERATING BEVERAGES,MACHINES FOR AERATING BEVERAGES,333993
8422309120,CONTAINER LABELING MACHINES,CONTAINER LABELING MACHINES,333993
8422309130,VACUUM OR GAS PACKAGING MACHINES FOR FILLING,"VACUUM OR GAS PACKAGING MACHINES FOR FILLING, WHETHER OR NOT CAPABLE OF PERFORMING OTHER OPERATIONS",333993
8422309140,"MACH FOR FILL,WHETHER OR NOT CAPABLE OF OTHER OPER","MACHINES FOR FILLING, WHETHER OR NOT CAPABLE OF PERFORMING OTHER OPERATIONS, NESOI",333993
8422309150,"VAC OR GAS PAC,PERFORM ONLY CAP, LID, SEAL, CLOSE","VACUUM OR GAS PACKAGING MACHINES WHICH PERFORM ONLY OPERATIONS OF CAPPING,LIDDING,SEALING OR CLOSING",333993
8422309160,"MACH PEFORMING ONLY CAP,LID,SEAL,CLOSE,NESOI","MACHINES WHICH PERFORM ONLY OPERATIONS OF CAPPING,LIDDING,SEALING OR CLOSING,NESOI",333993
8422309170,"MAC FR FIL,CLOSE,SEAL,CAP,LABEL,BOT,CAN OR CONTAIN","MACHINES FOR FILLING,CLOSING,SEALING,CAPSULING OR LABELING BOTTLES,CANS OR SIMILAR CONTAINERS, NESOI",333993
8422309180,"MACHINES FOR OPENING, FILLING AND CLOSING BAGS","MACHINES FOR OPENING, FILLING AND CLOSING BAGS",333993
8422309185,"MACHINES FOR FORMING, FILLING & SEALING BAGS/POUCH","MACHINES FOR FORMING, FILLING AND SEALING BAGS/POUCHES",333993
8422309186,"MACHINES FOR OPENING, FILLING & CLOSING BOXES","MACHINES FOR OPENING, FILLING AND CLOSING BOXES",333993
8422309187,MACHINES FOR SKIN AND BLISTER PACKAGING,MACHINES FOR SKIN AND BLISTER PACKAGING,333993
8422309191,MACH FILL/CLOS/SEAL/CAPSUL/LABEL BOX/BAG/ETC NESOI,"MACHINERY FOR FILLING, CLOSING, SEALING, CAPSULING OR LABELING BOXES, BAGS OR SIMILAR CONTAINERS, NESOI",333993
8422401110,MACHINES FOR WRAPPING CANDY,MACHINES FOR WRAPPING CANDY,333993
8422401190,"MAC,PAC PIPE TOB,WRAP,CIG PACK&COMB CANDY CUT&WRAP","MACHINES FOR PACKAGING PIPE TOBACCO, WRAPPING CIGARETTE PACKAGES AND COMBINATION CANDY CUTTING AND WRAPPING",333993
8422409140,STRAPPING MACHINES,STRAPPING MACHINES,333993
8422409150,MACH FOR CASE & TRAY FORM/PACK/UNPACK/CLOSE/SEAL,"MACHINES FOR CASE AND TRAY FORMING, PACKING, UNPACKING, CLOSING AND SEALING",333993
8422409160,MACHINES FOR SHRINK FILM AND HEAT SEALING,MACHINES FOR SHRINK FILM AND HEAT SEALING,333993
8422409170,"MACHINES FOR WRAPPING, NESOI","MACHINES FOR WRAPPING, NESOI",333993
8422409181,"PACKING OR WRAPPING MACHINERY, NESOI","PACKING OR WRAPPING MACHINERY, NESOI",333993
8422900200,"PRTS OF DISHWASNG MACHNES,WATER CONTAINMENT CHAMBE","PRTS OF DISHWAS MACHNES,WATER CONTAINMENT CHAMBERS FOR DIS WASH OF HEAD 8422.11 & OTHER PRT OF DISH MACH OF",335220
8422900400,"PARTS OF DISHWASHING MACHINES,DOOR ASSEMBLIES","PARTS OF DISHWASHING MACHINES,DOOR ASSEMBLIES FOR THE DISHWASHING MACHINES OF HEAD 8422.11",335220
8422900640,PARTS OF THE HOUSEHOLD TYPE DISHWASHING MACHINES,PARTS OF HOUSEHOLD TYPE DISHWASHING MACHINES,335220
8422900680,"PARTS OF DISHWASHING MACHINES, NESOI","PARTS OF DISHWASHING MACHINES, NESOI",333318
8422901100,PARTS OF CAN-SEALING MACHINES,PARTS OF CAN-SEALING MACHINES,333993
8422902100,"PTS,MAC PAC PIP TOB,WRAP CNDY,CIG,COM CNDY CUT&WRP","PARTS OF MACHINES FOR PACKAGING PIPE TOBACCO, WRAPPING CANDY OR WRAPPING CIGARETTE PACKAGES, AND OF COMBINA",333993
8422909120,"PTS OF MACH FR CLEAN,DRY BOTTLES OR OTH CONTAINERS",PARTS OF MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS,333993
8422909130,PARTS OF STRAPING MACHINES,PARTS OF STRAPING MACHINES,333993
8422909160,"PARTS OF WRAPPING AND PACKAGING MACHINES, NESOI","PARTS OF WRAPPING AND PACKAGING MACHINES, NESOI",333993
8422909195,"PTS OF MACH FOR FIL,CLSE,SEAL,CAP,LAB,BT,BGS,NESOK","PARTS FOR MACHINES FOR FILL, CLOSE, SEAL, CAP OR LABELING BOTTLES, CANS, BAGS OR OTHER CONTAINERS; MACHINES",333993
8423100010,DIGITAL ELECTRONIC TYPE PERSONAL WEIGHING MACHINES,"DIGITAL ELECTRONIC TYPE PERSONAL WEIGHING MACHINES, INCLUDING BABY AND HOUSEHOLD SCALES",333997
8423100030,"WEIGHING MACHINES, SUITABLE FOR CARRYING","WEIGHING MACHINES, SUITABLE FOR CARRYING ON THE PERSON",333997
8423100060,"PERSONAL WEIGHING MACHINES, INC BABY & HHOLD NESOI","PERSONAL WEIGHING MACHINES, INCLUDING BABY AND HOUSEHOLD SCALES, NESOI",333997
8423201000,SCLES FR CNTINUS WEGHG GOODS ON CONVEYOR ELEC MEAN,SCALES FOR CONTINUOUS WEIGHING OF GOODS ON CONVEYORS USING ELECTRONIC MEANS FOR GAUGING WEIGHTS,333997
8423209000,SCLES FR CONTINUS WEIGHING GOODS ON CONVEYOR NESOI,"SCALES FOR CONTINUOUS WEIGHING OF GOODS ON CONVEYORS, NESOI",333997
8423300000,CONST-WGHT SCALES & DISCHRGING PREDET WGHTS IN BAG,CONSTANT-WEIGHT SCALES AND SCALES FOR DISCHARGING A PREDETERMINED WEIGHT OF MATERIAL INTO A BAG OR CONTAINE,333997
8423810010,DIGITAL ELEC COUNT SCALES WEIGHT CAP NOT EXC 30 KG,"DIGITAL ELECTRONIC TYPE COUNTING SCALES, HAVING A MAXIMUM WEIGHING CAPACITY NOT EXCEEDING 30 KG",333997
8423810020,"DIGITAL ELEC RETAIL SCALES NON-COMP, WGHT N/EX30KG","DIGITAL ELECTRONIC TYPE RETAIL SCALES, NON-COMPUTING, HAVING A MAXIMUM WEIGHING CAPACITY NOT EXCEEDING 30 K",333997
8423810030,"DIGITAL ELEC RETAIL SCALES COMPUTING,WGHT N/EX30KG","DIGITAL ELECTRONIC TYPE RETAIL SCALES, COMPUTING, HAVING A MAXIMUN WEIGHING CAPACITY NOT EXCEEING 30 KG",333997
8423810040,"DIGITAL ELEC SCALES, WGHT CAP NOT EXC 30 KG, NESOI","DIGITAL ELECTRONIC TYPE SCALES, HAVING A MAXIMUM WEIGHING CAPACITY NOT EXCEEDING 30 KG, NESOI",333997
8423810050,"WEIGHING MACH,MAX WEIGHT NOT EXCEED 30 KG, NESOI","WEIGHING MACHINES HAVING A MAXIMUM WEIGHT CAPACITY NOT EXCEEDING 30 KG,EXCEPT DIGITAL, NESOI",333997
8423820010,"DIGITAL ELEC TYPE WEIGHING MACH,WGHT N/EXC 5,000KG","DIGITAL ELECTRONIC TYPE WEIGHING MACHINES, HAVING A MAXIMUM WEIGHING CAPACITY EXCEEDING 30 KG BUT NOT EXCEE",333997
8423820050,"WEIGHING MACH WGHT CAP EXC 30 NOT EXC 5000KG,NESOI","WEIGHING MACHINES HAVING A MAXIMUM WEIGHT CAPACITY EXCEEDING 30 KG BUT NOT EXCEEDING 5,000 KG, NESOI",333997
8423891000,WEIGHING MACH. USING ELECTRONIC MEANS FOR GAUGING,"WEIGHING MACHINERY, USING ELECTRONIC MEANS FOR GAUGING",333997
8423899000,"WEIGHING MACHINES, NESOI","WEIGHING MACHINES, NESOI",333997
8423901000,PRTS OF WEIGH MACH ELECT GAUG WEIGH NT FOR MOT VEH,"PARTS OF WEIGHING MACHINERY USING ELECTRONIC MEANS FOR GAUGING WEIGHT, EXCLUDING PARTS OF MACHINES FOR WEIG",333997
8423909000,"WEIGHTS, PARTS OF WEIGHING MACHINERY, NESOI","WEIGHING MACHINE WEIGHTS, PARTS OF WEIGHING MACHINERY, NESOI",333997
8424100000,"FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED","FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED",339999
8424201000,SIMPLE PISTON PUMP SPRAYS AND BELLOWS,SIMPLE PISTON PUMP SPRAYS AND POWDER BELLOWS,333912
8424209000,"SPRAY GUNS AND SIMILAR APPLIANCES, NESOI","SPRAY GUNS AND SIMILAR APPLIANCES, NESOI",333912
8424301000,SAND BLASTING MACHINES,SAND BLASTING MACHINES,333991
